exp_paper,block,graph,subject_rel,BSL,Broken link,Fewlinks,Symmetry,Fitted,LSL
Exp2,7,61,0,0,0,0,0,0,1.26470631808202e-11
Exp2,7,62,0,0,0,0,0,0,3.03751596783325e-10
Exp2,7,63,0,0,0,0,0,0,5.63381592239987e-21
Exp2,7,64,0,0,0,0,0,0,1.35310511060584e-19
Exp2,8,1,0,0,0.0625,0,0,0,1.41556367584531e-05
Exp2,8,2,0,0.00015,0.0625,3e-04,0.00011,0.000146160628354006,0.000215893655432767
Exp2,8,3,0,0.00015,0.0625,3e-04,0.00011,0.000146160628354006,0.000215893655432767
Exp2,8,4,0.0344827586206897,0.02025,0.0625,0.02784,0.03035,0.0179618935176036,0.00329268624587225
Exp2,8,5,0,0.00015,0.0625,3e-04,0.00011,0.000146160628354006,0.000215893655432767
Exp2,8,6,0.0344827586206897,0.00212,0.0625,0.00291,0.00317,0.00239825217470409,0.00329268624587225
Exp2,8,7,0.0344827586206897,0.02025,0.0625,0.02784,0.01517,0.0138832770398157,0.00329268624587225
Exp2,8,8,0.0344827586206897,0.29188,0.0625,0.30092,0.21869,0.058582479169792,0.0502181626969239
Exp2,8,9,0,0.00015,0.0625,3e-04,0.00011,0.000146160628354006,0.000215893655432767
Exp2,8,10,0.0344827586206897,0.02025,0.0625,0.02784,0.01517,0.0138832770398157,0.00329268624587225
Exp2,8,11,0.0344827586206897,0.00015,0.0625,2e-04,0.00022,0.000181880788274876,0.00329268624587225
Exp2,8,12,0,0.02025,0.0625,0.02088,0.01517,0.0184569188895098,0.0502181626969239
Exp2,8,13,0.0344827586206897,0.02025,0.0625,0.02784,0.03035,0.0179618935176036,0.00329268624587225
Exp2,8,14,0.0689655172413793,0.29188,0.0625,0.30092,0.21869,0.058582479169792,0.0502181626969239
Exp2,8,15,0,0.02025,0.0625,0.02088,0.01517,0.0184569188895098,0.0502181626969239
Exp2,8,16,0.655172413793103,0.29188,0.0625,0.24073,0.43739,0.779066087290163,0.765898623902035
Exp2,8,17,0,0,0,0,0,0,8.99952634047875e-08
Exp2,8,18,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,19,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,20,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,21,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,22,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,23,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,24,0,0,0,0,0,0,0.000319264817028832
Exp2,8,25,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,26,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,27,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,28,0,0,0,0,0,0,0.000319264817028832
Exp2,8,29,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,30,0,0,0,0,0,0,0.000319264817028832
Exp2,8,31,0,0,0,0,0,0,0.000319264817028832
Exp2,8,32,0,0,0,0,0,0,0.00486924393268764
Exp2,8,33,0,0,0,0,0,0,8.99952634047875e-08
Exp2,8,34,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,35,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,36,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,37,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,38,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,39,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,40,0,0,0,0,0,0,0.000319264817028832
Exp2,8,41,0,0,0,0,0,0,1.37255615693105e-06
Exp2,8,42,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,43,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,44,0,0,0,0,0,0,0.000319264817028832
Exp2,8,45,0,0,0,0,0,0,2.09334395239862e-05
Exp2,8,46,0,0,0,0,0,0,0.000319264817028832
Exp2,8,47,0,0,0,0,0,0,0.000319264817028832
Exp2,8,48,0,0,0,0,0,0,0.00486924393268764
Exp2,8,49,0,0,0,0,0,0,5.72149990388856e-10
Exp2,8,50,0,0,0,0,0,0,8.72610360018668e-09
Exp2,8,51,0,0,0,0,0,0,8.72610360018668e-09
Exp2,8,52,0,0,0,0,0,0,1.33085528830368e-07
Exp2,8,53,0,0,0,0,0,0,8.72610360018668e-09
Exp2,8,54,0.0344827586206897,0,0,0,0,0,1.33085528830368e-07
Exp2,8,55,0,0,0,0,0,0,1.33085528830368e-07
Exp2,8,56,0,0,0,0,0,0,2.02974417856783e-06
Exp2,8,57,0,0,0,0,0,0,8.72610360018668e-09
Exp2,8,58,0,0,0,0,0,0,1.33085528830368e-07
Exp2,8,59,0,0,0,0,0,0,1.33085528830368e-07
Exp2,8,60,0,0,0,0,0,0,2.02974417856783e-06
Exp2,8,61,0,0,0,0,0,0,1.33085528830368e-07
Exp2,8,62,0,0,0,0,0,0,2.02974417856783e-06
Exp2,8,63,0,0,0,0,0,0,2.02974417856783e-06
Exp2,8,64,0,0,0,0,0,0,3.09564944185721e-05
Exp2,9,1,0.0345,0,0.01562,0,0,0,4.07878032918475e-09
Exp2,9,2,0,0,0.01562,0,0,0,9.79623506425729e-08
Exp2,9,3,0,0,0.01562,0,0,0,9.79623506425729e-08
Exp2,9,4,0.0344827586206897,0.00059,0.01562,0.001,0.00073,0.000457091260928361,2.35281661891719e-06
Exp2,9,5,0,0,0.01562,0,0,0,9.79623506425729e-08
Exp2,9,6,0,4e-05,0.01562,7e-05,5e-05,3.95223531035974e-05,2.35281661891719e-06
Exp2,9,7,0.0344827586206897,0.00059,0.01562,0.001,0.00037,0.000353299311218375,2.35281661891719e-06
Exp2,9,8,0,0.01334,0.01562,0.01688,0.00823,0.0023385305907614,5.65089139444065e-05
Exp2,9,9,0,0,0.01562,0,0,0,9.79623506425729e-08
Exp2,9,10,0,0.00059,0.01562,0.001,0.00037,0.000353299311218375,2.35281661891719e-06
Exp2,9,11,0,0,0.01562,0,0,0,2.35281661891719e-06
Exp2,9,12,0,0.00059,0.01562,0.00075,0.00037,0.000469688583767091,5.65089139444065e-05
Exp2,9,13,0,0.00059,0.01562,0.001,0.00073,0.000457091260928361,2.35281661891719e-06
Exp2,9,14,0,0.01334,0.01562,0.01688,0.00823,0.0023385305907614,5.65089139444065e-05
Exp2,9,15,0,0.00059,0.01562,0.00075,0.00037,0.000469688583767091,5.65089139444065e-05
Exp2,9,16,0,0.01334,0.01562,0.01351,0.01646,0.0310992280144449,0.00135720622232171
Exp2,9,17,0,0,0.01562,0,0,0,9.79623506425729e-08
Exp2,9,18,0,0.00059,0.01562,0.001,0.00037,0.000353299311218375,2.35281661891719e-06
Exp2,9,19,0,4e-05,0.01562,7e-05,5e-05,3.95223531035974e-05,2.35281661891719e-06
Exp2,9,20,0,0.01334,0.01562,0.01688,0.00823,0.0023385305907614,5.65089139444065e-05
Exp2,9,21,0,0,0.01562,0,0,0,2.35281661891719e-06
Exp2,9,22,0,0.00059,0.01562,0.00075,0.00037,0.000178996848126324,5.65089139444065e-05
Exp2,9,23,0,0.00059,0.01562,0.00075,0.00037,0.000178996848126324,5.65089139444065e-05
Exp2,9,24,0,0.04809,0.01562,0.04869,0.05934,0,0.00135720622232171
Exp2,9,25,0,0.00059,0.01562,0.001,0.00037,0.000353299311218375,2.35281661891719e-06
Exp2,9,26,0.241379310344828,0.04809,0.01562,0.06086,0.08901,0.195990663560737,5.65089139444065e-05
Exp2,9,27,0,0.00059,0.01562,0.00075,0.00037,0.000178996848126324,5.65089139444065e-05
Exp2,9,28,0,0.04809,0.01562,0.04869,0.02967,0.00351547895428461,0.00135720622232171
Exp2,9,29,0,0.00059,0.01562,0.00075,0.00037,0.000469688583767091,5.65089139444065e-05
Exp2,9,30,0,0.04809,0.01562,0.04869,0.02967,0.00351547895428461,0.00135720622232171
Exp2,9,31,0,0.00059,0.01562,6e-04,0.00073,0.00138379456105477,0.00135720622232171
Exp2,9,32,0,0.04809,0.01562,0.04057,0.02967,0,0.0325967816638793
Exp2,9,33,0,0,0.01562,0,0,0,9.79623506425729e-08
Exp2,9,34,0,0,0.01562,0,0,0,2.35281661891719e-06
Exp2,9,35,0,0.00059,0.01562,0.001,0.00037,0.000353299311218375,2.35281661891719e-06
Exp2,9,36,0,0.00059,0.01562,0.00075,0.00037,0.000469688583767091,5.65089139444065e-05
Exp2,9,37,0.0344827586206897,0.00059,0.01562,0.001,0.00037,0.000353299311218375,2.35281661891719e-06
Exp2,9,38,0,0.00059,0.01562,0.00075,0.00037,0.000178996848126324,5.65089139444065e-05
Exp2,9,39,0.137931034482759,0.04809,0.01562,0.06086,0.08901,0.195990663560737,5.65089139444065e-05
Exp2,9,40,0,0.04809,0.01562,0.04869,0.02967,0.00351547895428461,0.00135720622232171
Exp2,9,41,0,4e-05,0.01562,7e-05,5e-05,3.95223531035974e-05,2.35281661891719e-06
Exp2,9,42,0,0.00059,0.01562,0.00075,0.00037,0.000178996848126324,5.65089139444065e-05
Exp2,9,43,0,0.00059,0.01562,0.00075,0.00037,0.000178996848126324,5.65089139444065e-05
Exp2,9,44,0,0.00059,0.01562,6e-04,0.00073,0.00138379456105477,0.00135720622232171
Exp2,9,45,0,0.01334,0.01562,0.01688,0.00823,0.0023385305907614,5.65089139444065e-05
Exp2,9,46,0,0.04809,0.01562,0.04869,0.05934,0,0.00135720622232171
Exp2,9,47,0.0344827586206897,0.04809,0.01562,0.04869,0.02967,0.00351547895428461,0.00135720622232171
Exp2,9,48,0,0.04809,0.01562,0.04057,0.02967,0,0.0325967816638793
Exp2,9,49,0,0.00059,0.01562,0.001,0.00073,0.000457091260928361,2.35281661891719e-06
Exp2,9,50,0,0.00059,0.01562,0.00075,0.00037,0.000469688583767091,5.65089139444065e-05
Exp2,9,51,0,0.01334,0.01562,0.01688,0.00823,0.0023385305907614,5.65089139444065e-05
Exp2,9,52,0,0.01334,0.01562,0.01351,0.01646,0.0310992280144449,0.00135720622232171
Exp2,9,53,0,0.00059,0.01562,0.00075,0.00037,0.000469688583767091,5.65089139444065e-05
Exp2,9,54,0,0.00059,0.01562,6e-04,0.00073,0.00138379456105477,0.00135720622232171
Exp2,9,55,0,0.04809,0.01562,0.04869,0.02967,0.00351547895428461,0.00135720622232171
Exp2,9,56,0,0.04809,0.01562,0.04057,0.02967,0,0.0325967816638793
Exp2,9,57,0,0.01334,0.01562,0.01688,0.00823,0.0023385305907614,5.65089139444065e-05
Exp2,9,58,0,0.04809,0.01562,0.04869,0.02967,0.00351547895428461,0.00135720622232171
Exp2,9,59,0,0.04809,0.01562,0.04869,0.05934,0,0.00135720622232171
Exp2,9,60,0,0.04809,0.01562,0.04057,0.02967,0,0.0325967816638793
Exp2,9,61,0,0.01334,0.01562,0.01351,0.01646,0.0310992280144449,0.00135720622232171
Exp2,9,62,0,0.04809,0.01562,0.04057,0.02967,0,0.0325967816638793
Exp2,9,63,0,0.04809,0.01562,0.04057,0.02967,0,0.0325967816638793
Exp2,9,64,0.448275862068966,0.04809,0.01562,0.03478,0.17802,0.467943798580985,0.782895154300843
Exp3,1,1,0.931034482758621,0.7332,0.01562,0.85171,0.93898,0.784435524585531,1
Exp3,1,2,0,0.03892,0.01562,0.02261,0.00831,0.0318404636257398,1.4265227003522e-31
Exp3,1,3,0,0.03892,0.01562,0.02261,0.00831,0.0318404636257398,1.4265227003522e-31
Exp3,1,4,0,0.00207,0.01562,8e-04,0.00088,0.001788613017124,2.03496701462014e-62
Exp3,1,5,0,0.03892,0.01562,0.02261,0.00831,0.0318404636257398,1.4265227003522e-31
Exp3,1,6,0.0344827586206897,0.00207,0.01562,8e-04,0.00088,0.00216061781250007,2.03496701462014e-62
Exp3,1,7,0,0.00207,0.01562,8e-04,0.00044,0.00132253984319307,2.03496701462014e-62
Exp3,1,8,0,0.00011,0.01562,3e-05,2e-05,4.84095524247846e-05,2.90292664082358e-93
Exp3,1,9,0,0.03892,0.01562,0.02261,0.00831,0.0318404636257398,1.4265227003522e-31
Exp3,1,10,0,0.00207,0.01562,8e-04,0.00044,0.00132253984319307,2.03496701462014e-62
Exp3,1,11,0,0.00207,0.01562,8e-04,0.00088,0.001206760411161,2.03496701462014e-62
Exp3,1,12,0,0.00011,0.01562,3e-05,2e-05,6.25617536013918e-05,2.90292664082358e-93
Exp3,1,13,0,0.00207,0.01562,8e-04,0.00088,0.001788613017124,2.03496701462014e-62
Exp3,1,14,0,0.00011,0.01562,3e-05,2e-05,4.84095524247846e-05,2.90292664082358e-93
Exp3,1,15,0,0.00011,0.01562,3e-05,2e-05,6.25617536013918e-05,2.90292664082358e-93
Exp3,1,16,0,1e-05,0.01562,0,0,7.61982783198588e-06,4.141090750592e-124
Exp3,1,17,0,0.03892,0.01562,0.02261,0.00831,0.0318404636257398,1.4265227003522e-31
Exp3,1,18,0,0.00207,0.01562,8e-04,0.00044,0.00132253984319307,2.03496701462014e-62
Exp3,1,19,0,0.00207,0.01562,8e-04,0.00088,0.00216061781250007,2.03496701462014e-62
Exp3,1,20,0,0.00011,0.01562,3e-05,2e-05,4.84095524247846e-05,2.90292664082358e-93
Exp3,1,21,0,0.00207,0.01562,8e-04,0.00088,0.001206760411161,2.03496701462014e-62
Exp3,1,22,0,0.00011,0.01562,3e-05,2e-05,4.25015854110152e-05,2.90292664082358e-93
Exp3,1,23,0,0.00011,0.01562,3e-05,2e-05,4.25015854110152e-05,2.90292664082358e-93
Exp3,1,24,0,1e-05,0.01562,0,0,5.7130037681817e-06,4.141090750592e-124
Exp3,1,25,0,0.00207,0.01562,8e-04,0.00044,0.00132253984319307,2.03496701462014e-62
Exp3,1,26,0,0.00011,0.01562,3e-05,7e-05,7.58537659851499e-05,2.90292664082358e-93
Exp3,1,27,0,0.00011,0.01562,3e-05,2e-05,4.25015854110152e-05,2.90292664082358e-93
Exp3,1,28,0,1e-05,0.01562,0,0,9.89583853713297e-07,4.141090750592e-124
Exp3,1,29,0,0.00011,0.01562,3e-05,2e-05,6.25617536013918e-05,2.90292664082358e-93
Exp3,1,30,0,1e-05,0.01562,0,0,9.89583853713297e-07,4.141090750592e-124
Exp3,1,31,0,1e-05,0.01562,0,0,0,4.141090750592e-124
Exp3,1,32,0,0,0.01562,0,0,0,5.90735995993803e-155
Exp3,1,33,0,0.03892,0.01562,0.02261,0.00831,0.0318404636257398,1.4265227003522e-31
Exp3,1,34,0,0.00207,0.01562,8e-04,0.00088,0.001206760411161,2.03496701462014e-62
Exp3,1,35,0,0.00207,0.01562,8e-04,0.00044,0.00132253984319307,2.03496701462014e-62
Exp3,1,36,0,0.00011,0.01562,3e-05,2e-05,6.25617536013918e-05,2.90292664082358e-93
Exp3,1,37,0,0.00207,0.01562,8e-04,0.00044,0.00132253984319307,2.03496701462014e-62
Exp3,1,38,0,0.00011,0.01562,3e-05,2e-05,4.25015854110152e-05,2.90292664082358e-93
Exp3,1,39,0,0.00011,0.01562,3e-05,7e-05,7.58537659851499e-05,2.90292664082358e-93
Exp3,1,40,0,1e-05,0.01562,0,0,9.89583853713297e-07,4.141090750592e-124
Exp3,1,41,0,0.00207,0.01562,8e-04,0.00088,0.00216061781250007,2.03496701462014e-62
Exp3,1,42,0,0.00011,0.01562,3e-05,2e-05,4.25015854110152e-05,2.90292664082358e-93
Exp3,1,43,0,0.00011,0.01562,3e-05,2e-05,4.25015854110152e-05,2.90292664082358e-93
Exp3,1,44,0,1e-05,0.01562,0,0,0,4.141090750592e-124
Exp3,1,45,0,0.00011,0.01562,3e-05,2e-05,4.84095524247846e-05,2.90292664082358e-93
Exp3,1,46,0,1e-05,0.01562,0,0,5.7130037681817e-06,4.141090750592e-124
Exp3,1,47,0,1e-05,0.01562,0,0,9.89583853713297e-07,4.141090750592e-124
Exp3,1,48,0,0,0.01562,0,0,0,5.90735995993803e-155
Exp3,1,49,0,0.00207,0.01562,8e-04,0.00088,0.001788613017124,2.03496701462014e-62
Exp3,1,50,0,0.00011,0.01562,3e-05,2e-05,6.25617536013918e-05,2.90292664082358e-93
Exp3,1,51,0,0.00011,0.01562,3e-05,2e-05,4.84095524247846e-05,2.90292664082358e-93
Exp3,1,52,0,1e-05,0.01562,0,0,7.61982783198588e-06,4.141090750592e-124
Exp3,1,53,0,0.00011,0.01562,3e-05,2e-05,6.25617536013918e-05,2.90292664082358e-93
Exp3,1,54,0,1e-05,0.01562,0,0,0,4.141090750592e-124
Exp3,1,55,0.0344827586206897,1e-05,0.01562,0,0,9.89583853713297e-07,4.141090750592e-124
Exp3,1,56,0,0,0.01562,0,0,0,5.90735995993803e-155
Exp3,1,57,0,0.00011,0.01562,3e-05,2e-05,4.84095524247846e-05,2.90292664082358e-93
Exp3,1,58,0,1e-05,0.01562,0,0,9.89583853713297e-07,4.141090750592e-124
Exp3,1,59,0,1e-05,0.01562,0,0,5.7130037681817e-06,4.141090750592e-124
Exp3,1,60,0,0,0.01562,0,0,0,5.90735995993803e-155
Exp3,1,61,0,1e-05,0.01562,0,0,7.61982783198588e-06,4.141090750592e-124
Exp3,1,62,0,0,0.01562,0,0,0,5.90735995993803e-155
Exp3,1,63,0,0,0.01562,0,0,0,5.90735995993803e-155
Exp3,1,64,0,0,0.01562,0,0,0,8.42698308200328e-186
Exp3,2,1,0.0344827586206897,0,0,0,0,0,0.0161271234141019
Exp3,2,2,0.620689655172414,0.58633,0.02083,0.65009,0.48939,0.586751000767349,0.983872876585875
Exp3,2,3,0,0,0,0,0,0,2.30057076415979e-33
Exp3,2,4,0,0.03112,0.02083,0.02301,0.05196,0.0328920394154869,1.40351699271057e-31
Exp3,2,5,0.0689655172413793,0.13509,0.02083,0.14978,0.11276,0.135186998266609,3.7160224716157e-16
Exp3,2,6,0.241379310344828,0.1245,0.02083,0.09202,0.20783,0.158957904946761,2.26704640668238e-14
Exp3,2,7,0,0.00717,0.02083,0.0053,0.00599,0.0056035434887783,5.3009904107787e-47
Exp3,2,8,0,0.00661,0.02083,0.00366,0.00552,0.00355832009883268,3.2339931618843e-45
Exp3,2,9,0,0,0,0,0,0,8.68910289185491e-49
Exp3,2,10,0,0.00717,0.02083,0.0053,0.00599,0.0056035434887783,5.30099041077873e-47
Exp3,2,11,0,0,0,0,0,0,1.2395202520927e-79
Exp3,2,12,0,0.00038,0.02083,0.00021,0.00032,0.000264365632925606,7.56198315532521e-78
Exp3,2,13,0,0.00165,0.02083,0.00122,0.00276,0.00174395453199079,2.00214885043167e-62
Exp3,2,14,0,0.00152,0.02083,0.00084,0.00127,0.000818252125601463,1.22145772574967e-60
Exp3,2,15,0,9e-05,0.02083,5e-05,7e-05,6.26129130613276e-05,2.85611078462485e-93
Exp3,2,16,0,8e-05,0.02083,4e-05,0.00013,7.45659092030144e-05,1.74243717330248e-91
Exp3,2,17,0,0,0,0,0,0,2.30057076415979e-33
Exp3,2,18,0,0.03112,0.02083,0.02301,0.02598,0.0243210980991326,1.40351699271057e-31
Exp3,2,19,0,0,0,0,0,0,3.28181641884055e-64
Exp3,2,20,0,0.00165,0.02083,0.00092,0.00138,0.000888234215291062,2.00214885043169e-62
Exp3,2,21,0,0.00717,0.02083,0.0053,0.01197,0.00511299109760691,5.3009904107787e-47
Exp3,2,22,0,0.00661,0.02083,0.00366,0.00552,0.00312405791884249,3.2339931618843e-45
Exp3,2,23,0,0.00038,0.02083,0.00021,0.00032,0.000179597883382776,7.56198315532515e-78
Exp3,2,24,0,0.00035,0.02083,0.00016,0.00059,0.000244589453621376,4.61336465821175e-76
Exp3,2,25,0,0,0,0,0,0,1.2395202520927e-79
Exp3,2,26,0,0.00038,0.02083,0.00021,0.00095,0.000320533356245449,7.56198315532521e-78
Exp3,2,27,0,0,0,0,0,0,1.76820377715652e-110
Exp3,2,28,0,2e-05,0.02083,1e-05,2e-05,2.42096086065779e-06,1.07873406307524e-108
Exp3,2,29,0,9e-05,0.02083,5e-05,7e-05,6.26129130613276e-05,2.85611078462485e-93
Exp3,2,30,0,8e-05,0.02083,4e-05,7e-05,9.68384344263114e-06,1.74243717330248e-91
Exp3,2,31,0,0,0.02083,0,1e-05,0,4.07430686898808e-124
Exp3,2,32,0,0,0.02083,0,0,0,2.48562618165351e-122
Exp3,2,33,0,0,0,0,0,0,2.30057076415979e-33
Exp3,2,34,0,0.03112,0.02083,0.02301,0.05196,0.0221919502032813,1.40351699271057e-31
Exp3,2,35,0,0,0,0,0,0,3.28181641884055e-64
Exp3,2,36,0,0.00165,0.02083,0.00092,0.00138,0.00114790340612434,2.00214885043169e-62
Exp3,2,37,0,0.00717,0.02083,0.0053,0.00599,0.0056035434887783,5.3009904107787e-47
Exp3,2,38,0,0.00661,0.02083,0.00366,0.00552,0.00312405791884249,3.2339931618843e-45
Exp3,2,39,0,0.00038,0.02083,0.00021,0.00095,0.000320533356245449,7.56198315532515e-78
Exp3,2,40,0,0.00035,0.02083,0.00016,0.00029,4.23668150615113e-05,4.61336465821175e-76
Exp3,2,41,0,0,0,0,0,0,1.2395202520927e-79
Exp3,2,42,0,0.00038,0.02083,0.00021,0.00032,0.000179597883382776,7.56198315532521e-78
Exp3,2,43,0,0,0,0,0,0,1.76820377715652e-110
Exp3,2,44,0,2e-05,0.02083,1e-05,3e-05,0,1.07873406307524e-108
Exp3,2,45,0,9e-05,0.02083,5e-05,7e-05,4.84491390158761e-05,2.85611078462485e-93
Exp3,2,46,0,8e-05,0.02083,4e-05,0.00013,5.59061608277431e-05,1.74243717330248e-91
Exp3,2,47,0,0,0.02083,0,0,0,4.07430686898808e-124
Exp3,2,48,0,0,0.02083,0,0,0,2.48562618165351e-122
Exp3,2,49,0,0,0,0,0,0,3.28181641884055e-64
Exp3,2,50,0,0.00165,0.02083,0.00092,0.00138,0.00114790340612434,2.00214885043169e-62
Exp3,2,51,0,0,0,0,0,0,4.68158561986462e-95
Exp3,2,52,0,9e-05,0.02083,4e-05,0.00015,8.38866478533912e-05,2.85611078462487e-93
Exp3,2,53,0,0.00038,0.02083,0.00021,0.00032,0.000264365632925606,7.56198315532515e-78
Exp3,2,54,0,0.00035,0.02083,0.00016,0.00059,0,4.61336465821175e-76
Exp3,2,55,0,2e-05,0.02083,1e-05,2e-05,2.42096086065779e-06,1.07873406307523e-108
Exp3,2,56,0,2e-05,0.02083,1e-05,2e-05,1.77269295099535e-06,6.58106940994164e-107
Exp3,2,57,0,0,0,0,0,0,1.76820377715652e-110
Exp3,2,58,0,2e-05,0.02083,1e-05,2e-05,2.42096086065779e-06,1.07873406307524e-108
Exp3,2,59,0.0344827586206897,0,0,0,0,0,2.52238282696228e-141
Exp3,2,60,0,0,0.02083,0,0,0,1.53883862861999e-139
Exp3,2,61,0,0,0.02083,0,1e-05,0,4.07430686898808e-124
Exp3,2,62,0,0,0.02083,0,0,0,2.48562618165351e-122
Exp3,2,63,0,0,0.02083,0,0,0,5.81209123681241e-155
Exp3,2,64,0,0,0.02083,0,0,0,3.54580217271849e-153
Exp3,3,1,0.0344827586206897,0,0,0,0,0,0
Exp3,3,2,0.206896551724138,0.15477,0.02083,0.20465,0.09712,0.139818331923685,0
Exp3,3,3,0,0,0,0,0,0,0
Exp3,3,4,0,0.00189,0.02083,0.00167,0.00238,0.00180334420492707,0
Exp3,3,5,0.0344827586206897,0.15477,0.02083,0.20465,0.09712,0.139818331923685,0
Exp3,3,6,0.689655172413793,0.57053,0.02083,0.50294,0.71603,0.65759253609316,1
Exp3,3,7,0,0.00189,0.02083,0.00167,0.00119,0.00133343240777836,0
Exp3,3,8,0,0.00698,0.02083,0.00461,0.00438,0.00339206829421691,5.38788143969741e-47
Exp3,3,9,0,0,0,0,0,0,0
Exp3,3,10,0.0344827586206897,0.00189,0.02083,0.00167,0.00119,0.00133343240777836,0
Exp3,3,11,0,0,0,0,0,0,0
Exp3,3,12,0,2e-05,0.02083,2e-05,1e-05,1.25607915000529e-05,0
Exp3,3,13,0,0.00189,0.02083,0.00167,0.00238,0.00180334420492707,0
Exp3,3,14,0,0.00698,0.02083,0.00461,0.00438,0.00339206829421691,5.38788143969741e-47
Exp3,3,15,0,2e-05,0.02083,2e-05,1e-05,1.25607915000529e-05,0
Exp3,3,16,0,9e-05,0.02083,5e-05,0.00011,7.57283424158432e-05,2.90292664082358e-93
Exp3,3,17,0,0,0,0,0,0,0
Exp3,3,18,0,0.00822,0.02083,0.00724,0.00516,0.00579937269414716,0
Exp3,3,19,0,0,0,0,0,0,0
Exp3,3,20,0,1e-04,0.02083,7e-05,6e-05,4.85969669658583e-05,0
Exp3,3,21,0,0.00822,0.02083,0.00724,0.01031,0.00529167677849929,0
Exp3,3,22,0,0.03029,0.02083,0.02002,0.019,0.0129235700588059,1.4265227003522e-31
Exp3,3,23,0,1e-04,0.02083,7e-05,6e-05,4.26661276289398e-05,0
Exp3,3,24,0,0.00037,0.02083,2e-04,0.00046,0.000233419437047294,7.68593518053466e-78
Exp3,3,25,0,0,0,0,0,0,0
Exp3,3,26,0,1e-04,0.02083,7e-05,0.00019,7.61474290749482e-05,0
Exp3,3,27,0,0,0,0,0,0,0
Exp3,3,28,0,0,0.02083,0,0,0,0
Exp3,3,29,0,1e-04,0.02083,7e-05,6e-05,6.28039575002647e-05,0
Exp3,3,30,0,0.00037,0.02083,2e-04,0.00023,4.04319890932555e-05,7.68593518053466e-78
Exp3,3,31,0,0,0.02083,0,0,0,0
Exp3,3,32,0,0,0.02083,0,0,0,4.141090750592e-124
Exp3,3,33,0,0,0,0,0,0,0
Exp3,3,34,0,0.00822,0.02083,0.00724,0.01031,0.00529167677849929,0
Exp3,3,35,0,0,0,0,0,0,0
Exp3,3,36,0,1e-04,0.02083,7e-05,6e-05,6.28039575002647e-05,0
Exp3,3,37,0,0.00822,0.02083,0.00724,0.00516,0.00579937269414716,0
Exp3,3,38,0,0.03029,0.02083,0.02002,0.019,0.0129235700588059,1.4265227003522e-31
Exp3,3,39,0,1e-04,0.02083,7e-05,0.00019,7.61474290749482e-05,0
Exp3,3,40,0,0.00037,0.02083,2e-04,0.00023,4.04319890932555e-05,7.68593518053466e-78
Exp3,3,41,0,0,0,0,0,0,0
Exp3,3,42,0,1e-04,0.02083,7e-05,6e-05,4.26661276289398e-05,0
Exp3,3,43,0,0,0,0,0,0,0
Exp3,3,44,0,0,0.02083,0,0,0,0
Exp3,3,45,0,1e-04,0.02083,7e-05,6e-05,4.85969669658583e-05,0
Exp3,3,46,0,0.00037,0.02083,2e-04,0.00046,0.000233419437047294,7.68593518053466e-78
Exp3,3,47,0,0,0.02083,0,0,0,0
Exp3,3,48,0,0,0.02083,0,0,0,4.141090750592e-124
Exp3,3,49,0,0,0,0,0,0,0
Exp3,3,50,0,0.00044,0.02083,0.00029,0.00027,0.000276337413001164,0
Exp3,3,51,0,0,0,0,0,0,0
Exp3,3,52,0,1e-05,0.02083,0,1e-05,8.41426026842703e-06,0
Exp3,3,53,0,0.00044,0.02083,0.00029,0.00027,0.000276337413001164,0
Exp3,3,54,0,0.00161,0.02083,0.00085,0.00202,0,2.03496701462014e-62
Exp3,3,55,0,1e-05,0.02083,0,0,1.09275646197988e-06,0
Exp3,3,56,0,2e-05,0.02083,1e-05,1e-05,1.60029161048066e-06,1.09641610084683e-108
Exp3,3,57,0,0,0,0,0,0,0
Exp3,3,58,0,1e-05,0.02083,0,0,1.09275646197988e-06,0
Exp3,3,59,0,0,0,0,0,0,0
Exp3,3,60,0,0,0.02083,0,0,0,0
Exp3,3,61,0,1e-05,0.02083,0,1e-05,8.41426026842703e-06,0
Exp3,3,62,0,2e-05,0.02083,1e-05,1e-05,1.60029161048066e-06,1.09641610084683e-108
Exp3,3,63,0,0,0.02083,0,0,0,0
Exp3,3,64,0,0,0.02083,0,0,0,5.90735995993803e-155
Exp3,4,1,0.0344827586206897,0,0,0,0,0,0.000260084109613674
Exp3,4,2,0,0,0,0,0,0,2.89790100316788e-34
