exp_paper,block,graph,subject_rel,BSL,Broken link,Fewlinks,Symmetry,Fitted,LSL
Exp1,3,61,0,0,0,0,0,0,4.28574578734268e-24
Exp1,3,62,0,0,0,0,0,0,1.03576523913316e-22
Exp1,3,63,0,0,0,0,0,0,4.54220477624269e-35
Exp1,3,64,0,0,0,0,0,0,1.09774542161397e-33
Exp1,4,1,0.0138888888888889,0,0,0,0,0,0.0285697592008377
Exp1,4,2,0,0,0,0,0,0,4.57239976472309e-07
Exp1,4,3,0,0,0,0,0,0,4.57239976472309e-07
Exp1,4,4,0,0,0,0,0,0,7.31782142840977e-12
Exp1,4,5,0,0,0,0,0,0,4.57239976472309e-07
Exp1,4,6,0,0,0,0,0,0,7.31782142840977e-12
Exp1,4,7,0,0,0,0,0,0,7.31782142840977e-12
Exp1,4,8,0,0,0,0,0,0,1.17116860321893e-16
Exp1,4,9,0,0,0,0,0,0,4.57239976472309e-07
Exp1,4,10,0,0,0,0,0,0,7.31782142840977e-12
Exp1,4,11,0,0,0,0,0,0,7.31782142840977e-12
Exp1,4,12,0,0,0,0,0,0,1.17116860321893e-16
Exp1,4,13,0.0138888888888889,0,0,0,0,0,7.31782142840977e-12
Exp1,4,14,0,0,0,0,0,0,1.17116860321893e-16
Exp1,4,15,0,0,0,0,0,0,1.17116860321893e-16
Exp1,4,16,0,0,0,0,0,0,1.87437738209999e-21
Exp1,4,17,0.0138888888888889,0,0,0,0,0,0.140450743443391
Exp1,4,18,0.0138888888888889,0,0,0,0,0,2.24782064756399e-06
Exp1,4,19,0,0,0,0,0,0,2.24782064756399e-06
Exp1,4,20,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,21,0,0,0,0,0,0,2.24782064756399e-06
Exp1,4,22,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,23,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,24,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,25,0,0,0,0,0,0,2.24782064756399e-06
Exp1,4,26,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,27,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,28,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,29,0.0138888888888889,0,0,0,0,0,3.59748730390417e-11
Exp1,4,30,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,31,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,32,0,0,0,0,0,0,9.21455777624128e-21
Exp1,4,33,0,0,0,0,0,0,0.140450743443391
Exp1,4,34,0,0,0,0,0,0,2.24782064756399e-06
Exp1,4,35,0,0,0,0,0,0,2.24782064756399e-06
Exp1,4,36,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,37,0.0138888888888889,0,0,0,0,0,2.24782064756399e-06
Exp1,4,38,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,39,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,40,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,41,0,0,0,0,0,0,2.24782064756399e-06
Exp1,4,42,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,43,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,44,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,45,0,0,0,0,0,0,3.59748730390417e-11
Exp1,4,46,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,47,0,0,0,0,0,0,5.7575389370042e-16
Exp1,4,48,0,0,0,0,0,0,9.21455777624128e-21
Exp1,4,49,0.916666666666667,1,1,1,1,1,0.690464739136576
Exp1,4,50,0,0,0,0,0,0,1.10504284918338e-05
Exp1,4,51,0,0,0,0,0,0,1.10504284918338e-05
Exp1,4,52,0,0,0,0,0,0,1.7685475149076e-10
Exp1,4,53,0,0,0,0,0,0,1.10504284918338e-05
Exp1,4,54,0,0,0,0,0,0,1.7685475149076e-10
Exp1,4,55,0,0,0,0,0,0,1.7685475149076e-10
Exp1,4,56,0,0,0,0,0,0,2.83044256138777e-15
Exp1,4,57,0,0,0,0,0,0,1.10504284918338e-05
Exp1,4,58,0,0,0,0,0,0,1.7685475149076e-10
Exp1,4,59,0,0,0,0,0,0,1.7685475149076e-10
Exp1,4,60,0,0,0,0,0,0,2.83044256138777e-15
Exp1,4,61,0,0,0,0,0,0,1.7685475149076e-10
Exp1,4,62,0,0,0,0,0,0,2.83044256138777e-15
Exp1,4,63,0,0,0,0,0,0,2.83044256138777e-15
Exp1,4,64,0,0,0,0,0,0,4.52993489051605e-20
Exp1,5,1,0,0,0,0,0,0,0.0285714021719212
Exp1,5,2,0,0,0,0,0,0,9.30147248535968e-08
Exp1,5,3,0.0138888888888889,0,0,0,0,0,0.140458820393165
Exp1,5,4,0,0,0,0,0,0,4.57266271130737e-07
Exp1,5,5,0,0,0,0,0,0,9.30147248535968e-08
Exp1,5,6,0,0,0,0,0,0,3.02811146177939e-13
Exp1,5,7,0,0,0,0,0,0,4.57266271130737e-07
Exp1,5,8,0,0,0,0,0,0,1.48863874926849e-12
Exp1,5,9,0.0138888888888889,0,0,0,0,0,0.140458820393165
Exp1,5,10,0,0,0,0,0,0,4.57266271130737e-07
Exp1,5,11,0.958333333333333,1,1,1,1,1,0.690504445932583
Exp1,5,12,0,0,0,0,0,0,2.24794991376812e-06
Exp1,5,13,0,0,0,0,0,0,4.57266271130737e-07
Exp1,5,14,0,0,0,0,0,0,1.48863874926849e-12
Exp1,5,15,0,0,0,0,0,0,2.24794991376812e-06
Exp1,5,16,0,0,0,0,0,0,7.31824225691296e-12
Exp1,5,17,0,0,0,0,0,0,1.48863874926849e-12
Exp1,5,18,0,0,0,0,0,0,4.84629080632552e-18
Exp1,5,19,0,0,0,0,0,0,7.31824225691296e-12
Exp1,5,20,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,21,0,0,0,0,0,0,4.84629080632552e-18
Exp1,5,22,0,0,0,0,0,0,1.57771887847313e-23
Exp1,5,23,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,24,0,0,0,0,0,0,7.75616580694622e-23
Exp1,5,25,0.0138888888888889,0,0,0,0,0,7.31824225691296e-12
Exp1,5,26,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,27,0,0,0,0,0,0,3.59769418585833e-11
Exp1,5,28,0,0,0,0,0,0,1.17123595401932e-16
Exp1,5,29,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,30,0,0,0,0,0,0,7.75616580694622e-23
Exp1,5,31,0,0,0,0,0,0,1.17123595401932e-16
Exp1,5,32,0,0,0,0,0,0,3.81298017318908e-22
Exp1,5,33,0,0,0,0,0,0,1.48863874926849e-12
Exp1,5,34,0,0,0,0,0,0,4.84629080632552e-18
Exp1,5,35,0,0,0,0,0,0,7.31824225691296e-12
Exp1,5,36,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,37,0,0,0,0,0,0,4.84629080632552e-18
Exp1,5,38,0,0,0,0,0,0,1.57771887847313e-23
Exp1,5,39,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,40,0,0,0,0,0,0,7.75616580694622e-23
Exp1,5,41,0,0,0,0,0,0,7.31824225691296e-12
Exp1,5,42,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,43,0,0,0,0,0,0,3.59769418585833e-11
Exp1,5,44,0,0,0,0,0,0,1.17123595401932e-16
Exp1,5,45,0,0,0,0,0,0,2.38246721614416e-17
Exp1,5,46,0,0,0,0,0,0,7.75616580694622e-23
Exp1,5,47,0,0,0,0,0,0,1.17123595401932e-16
Exp1,5,48,0,0,0,0,0,0,3.81298017318908e-22
Exp1,5,49,0,0,0,0,0,0,7.75616580694622e-23
Exp1,5,50,0,0,0,0,0,0,2.52503403266983e-28
Exp1,5,51,0,0,0,0,0,0,3.81298017318908e-22
Exp1,5,52,0,0,0,0,0,0,1.24132270284568e-27
Exp1,5,53,0,0,0,0,0,0,2.52503403266983e-28
Exp1,5,54,0,0,0,0,0,0,8.22029469822691e-34
Exp1,5,55,0,0,0,0,0,0,1.24132270284568e-27
Exp1,5,56,0,0,0,0,0,0,4.04114887204188e-33
Exp1,5,57,0,0,0,0,0,0,3.81298017318908e-22
Exp1,5,58,0,0,0,0,0,0,1.24132270284568e-27
Exp1,5,59,0,0,0,0,0,0,1.87448517257231e-21
Exp1,5,60,0,0,0,0,0,0,6.10242092844532e-27
Exp1,5,61,0,0,0,0,0,0,1.24132270284568e-27
Exp1,5,62,0,0,0,0,0,0,4.04114887204188e-33
Exp1,5,63,0,0,0,0,0,0,6.10242092844532e-27
Exp1,5,64,0,0,0,0,0,0,1.98665434823497e-32
Exp1,6,1,0,0,0,0,0,0,0.0011351417981312
Exp1,6,2,0,0,0,0,0,0,0.00558042888427703
Exp1,6,3,0,0,0,0,0,0,0.00558042888427703
Exp1,6,4,0,0,0,0,0,0,0.0274337413913765
Exp1,6,5,0,0,0,0,0,0,1.81671887894324e-08
Exp1,6,6,0,0,0,0,0,0,8.93110492746961e-08
Exp1,6,7,0,0,0,0,0,0,8.93110492746961e-08
Exp1,6,8,0,0,0,0,0,0,4.3905876770472e-07
Exp1,6,9,0,0,0,0,0,0,0.0274337413913764
Exp1,6,10,0.625,0.5,0.5,0.57143,0.5,0.682988902875521,0.134866008032002
Exp1,6,11,0,0,0,0,0,0,0.134866008032002
Exp1,6,12,0.291666666666667,0.5,0.5,0.42857,0.5,0.317011097124479,0.663009826585504
Exp1,6,13,0.0277777777777778,0,0,0,0,0,4.39058767704719e-07
Exp1,6,14,0,0,0,0,0,0,2.15844067518982e-06
Exp1,6,15,0,0,0,0,0,0,2.15844067518982e-06
Exp1,6,16,0.0138888888888889,0,0,0,0,0,1.06110308938122e-05
Exp1,6,17,0,0,0,0,0,0,5.91436169791165e-14
Exp1,6,18,0,0,0,0,0,0,2.90753762264979e-13
Exp1,6,19,0,0,0,0,0,0,2.90753762264979e-13
Exp1,6,20,0,0,0,0,0,0,1.42936388724907e-12
Exp1,6,21,0,0,0,0,0,0,9.46554216502655e-19
Exp1,6,22,0,0,0,0,0,0,4.65332040367271e-18
Exp1,6,23,0,0,0,0,0,0,4.65332040367271e-18
Exp1,6,24,0,0,0,0,0,0,2.28760174554418e-17
Exp1,6,25,0.0277777777777778,0,0,0,0,0,1.42936388724907e-12
Exp1,6,26,0,0,0,0,0,0,7.0268432857278e-12
Exp1,6,27,0,0,0,0,0,0,7.0268432857278e-12
Exp1,6,28,0,0,0,0,0,0,3.45444060834692e-11
Exp1,6,29,0,0,0,0,0,0,2.28760174554417e-17
Exp1,6,30,0,0,0,0,0,0,1.12459948859022e-16
Exp1,6,31,0,0,0,0,0,0,1.12459948859022e-16
Exp1,6,32,0,0,0,0,0,0,5.528602223708e-16
Exp1,6,33,0,0,0,0,0,0,8.93110492746961e-08
Exp1,6,34,0,0,0,0,0,0,4.3905876770472e-07
Exp1,6,35,0.0138888888888889,0,0,0,0,0,4.3905876770472e-07
Exp1,6,36,0,0,0,0,0,0,2.15844067518983e-06
Exp1,6,37,0,0,0,0,0,0,1.42936388724907e-12
Exp1,6,38,0,0,0,0,0,0,7.02684328572781e-12
Exp1,6,39,0,0,0,0,0,0,7.02684328572781e-12
Exp1,6,40,0,0,0,0,0,0,3.45444060834693e-11
Exp1,6,41,0,0,0,0,0,0,2.15844067518982e-06
Exp1,6,42,0,0,0,0,0,0,1.06110308938122e-05
Exp1,6,43,0,0,0,0,0,0,1.06110308938122e-05
Exp1,6,44,0,0,0,0,0,0,5.21644990866083e-05
Exp1,6,45,0,0,0,0,0,0,3.45444060834692e-11
Exp1,6,46,0,0,0,0,0,0,1.69822485451378e-10
Exp1,6,47,0,0,0,0,0,0,1.69822485451378e-10
Exp1,6,48,0,0,0,0,0,0,8.34858080790235e-10
Exp1,6,49,0,0,0,0,0,0,4.65332040367271e-18
Exp1,6,50,0,0,0,0,0,0,2.28760174554418e-17
Exp1,6,51,0,0,0,0,0,0,2.28760174554418e-17
Exp1,6,52,0,0,0,0,0,0,1.12459948859022e-16
Exp1,6,53,0,0,0,0,0,0,7.44732952397806e-23
Exp1,6,54,0,0,0,0,0,0,3.66115430290348e-22
Exp1,6,55,0,0,0,0,0,0,3.66115430290348e-22
Exp1,6,56,0,0,0,0,0,0,1.79984661434838e-21
Exp1,6,57,0,0,0,0,0,0,1.12459948859022e-16
Exp1,6,58,0,0,0,0,0,0,5.528602223708e-16
Exp1,6,59,0,0,0,0,0,0,5.528602223708e-16
Exp1,6,60,0,0,0,0,0,0,2.71789582496658e-15
Exp1,6,61,0,0,0,0,0,0,1.79984661434838e-21
Exp1,6,62,0,0,0,0,0,0,8.8481598074473e-21
Exp1,6,63,0,0,0,0,0,0,8.8481598074473e-21
Exp1,6,64,0,0,0,0,0,0,4.34981133136559e-20
Exp1,7,1,0,0,0,0,0,0,1.9904416596994e-06
Exp1,7,2,0,0,0,0,0,0,0.000236484042175337
Exp1,7,3,0,0,0,0,0,0,1.0370679622083e-16
Exp1,7,4,0,0,0,0,0,0,1.23213871915541e-14
Exp1,7,5,0,0,0,0,0,0,0.000236484042175337
Exp1,7,6,0,0,0,0,0,0,0.0280966296756633
Exp1,7,7,0.0138888888888889,0,0,0,0,0,1.23213871915541e-14
Exp1,7,8,0.0416666666666667,0,0,0,0,0,1.46390196068655e-12
Exp1,7,9,0,0,0,0,0,0,1.0370679622083e-16
Exp1,7,10,0,0,0,0,0,0,1.23213871915541e-14
Exp1,7,11,0,0,0,0,0,0,5.4033734322125e-27
Exp1,7,12,0,0,0,0,0,0,6.41973897805885e-25
Exp1,7,13,0,0,0,0,0,0,1.23213871915541e-14
Exp1,7,14,0,0,0,0,0,0,1.46390196068655e-12
Exp1,7,15,0,0,0,0,0,0,6.41973897805885e-25
Exp1,7,16,0.0138888888888889,0,0,0,0,0,7.62728119080468e-23
Exp1,7,17,0,0,0,0,0,0,9.78513710669567e-06
Exp1,7,18,0.0833333333333333,0.0625,0.14286,0.08403,0.05,0.0839763999396494,0.00116257051039655
Exp1,7,19,0,0,0,0,0,0,5.09829170310986e-16
Exp1,7,20,0,0,0,0,0,0,6.05727188368077e-14
Exp1,7,21,0.0138888888888889,0,0,0,0,0,0.00116257051039655
Exp1,7,22,0.125,0.25,0.14286,0.2521,0.2,0.12807955400191,0.138124808769296
Exp1,7,23,0,0,0,0,0,0,6.05727188368077e-14
Exp1,7,24,0,0,0,0,0,0,7.19663463949092e-12
Exp1,7,25,0,0,0,0,0,0,5.09829170310986e-16
Exp1,7,26,0,0,0,0,0,0,6.05727188368077e-14
Exp1,7,27,0,0,0,0,0,0,2.65633255891866e-26
Exp1,7,28,0,0,0,0,0,0,3.15598429039067e-24
Exp1,7,29,0,0,0,0,0,0,6.05727188368077e-14
Exp1,7,30,0,0,0,0,0,0,7.19663463949092e-12
Exp1,7,31,0,0,0,0,0,0,3.15598429039067e-24
Exp1,7,32,0,0,0,0,0,0,3.74961968061984e-22
Exp1,7,33,0,0,0,0,0,0,9.78513710669567e-06
Exp1,7,34,0,0,0,0,0,0,0.00116257051039655
Exp1,7,35,0,0,0,0,0,0,5.09829170310986e-16
Exp1,7,36,0,0,0,0,0,0,6.05727188368077e-14
Exp1,7,37,0.0555555555555556,0.0625,0.14286,0.08403,0.05,0.0839763999396494,0.00116257051039655
Exp1,7,38,0.111111111111111,0.25,0.14286,0.2521,0.2,0.12807955400191,0.138124808769296
